,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
86,86,2016,12,1,runtime_error,,318083,"  File ""/tmp/tmpkqkr4zqt/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def parse_instruction(instruction):
    match = re.match(r'(\w+) (\w+)(?: ([\w-]+))?', instruction)
    if match:
        return match.groups()
    else:
        raise ValueError('Invalid instruction: {}'.format(instruction))

def execute_instruction(instruction, registers):
    op, arg1, arg2 = parse_instruction(instruction)
    if op == 'cpy':
        if arg2 in registers:
            registers[arg2] = registers[arg1] if arg1 in registers else int(arg1)
    elif op == 'inc':
        registers[arg1] += 1
    elif op == 'dec':
        registers[arg1] -= 1
    elif op == 'jnz':
        if registers[arg1] != 0:
            return registers['pc'] + int(arg2) - 1
    return registers['pc'] + 1

def run_program(program, registers):
    registers['pc'] = 0
    while registers['pc'] < len(program):
        registers['pc'] =",2.0
87,87,2016,12,2,part1_failed,,9227737,,,
88,88,2016,13,1,timeout_error,,92,TIMEOUT,"
def is_open(x, y, fav_num):
    return bin(x*x + 3*x + 2*x*y + y + y*y + fav_num).count('1') % 2 == 0

def find_shortest_path(fav_num):
    queue = [(1, 1, 0)]
    visited = set()
    while queue:
        x, y, steps = queue.pop(0)
        if (x, y) == (31, 39):
            return steps
        if (x, y) not in visited:
            visited.add((x, y))
            for dx, dy in [(0, 1), (0, -1), (1, 0), (-1, 0)]:
                if is_open(x + dx, y + dy, fav_num):
                    queue.append((x + dx, y + dy, steps + 1))
    return -1

print(find_shortest_path(int(input())))
",2.0
89,89,2016,13,2,part1_failed,,124,,,
90,90,2016,14,1,wrong_output,"21367
",23890,,"
import hashlib

def md5(s):
    return hashlib.md5(s.encode()).hexdigest()

def is_key(i, salt):
    h = md5(salt + str(i))
    for j in range(len(h) - 2):
        if h[j] == h[j + 1] == h[j + 2]:
            for k in range(i + 1, i + 1001):
                if md5(salt + str(k)).count(h[j] * 5) > 0:
                    return True
    return False

salt = 'iwrupvqb'
i = 0
keys = 0
while keys < 64:
    if is_key(i, salt):
        keys += 1
    i += 1
print(i - 1)
",2.0
91,91,2016,14,2,part1_failed,,22696,,,
92,92,2016,15,1,runtime_error,,400589,"Traceback (most recent call last):
  File ""/tmp/tmpp6gqp6ow/tmp.py"", line 24, in <module>
    first_time = get_first_time(discs)
  File ""/tmp/tmpp6gqp6ow/tmp.py"", line 7, in get_first_time
    start_positions = [int(disc.split()[11]) for disc in discs]
  File ""/tmp/tmpp6gqp6ow/tmp.py"", line 7, in <listcomp>
    start_positions = [int(disc.split()[11]) for disc in discs]
ValueError: invalid literal for int() with base 10: '15.'
","
def get_first_time(discs):
    # Get the number of positions for each disc
    positions = [int(disc.split()[3]) for disc in discs]

    # Get the starting position for each disc
    start_positions = [int(disc.split()[11]) for disc in discs]

    # Calculate the time it takes for each disc to make a full rotation
    rotations = [positions[i] + start_positions[i] for i in range(len(positions))]

    # Find the first time when all the discs are aligned
    time = 0
    while True:
        if all((time + i) % rotations[i] == 0 for i in range(len(positions))):
            return time
        time += 1

# Read the input file
with open('input.txt', 'r') as f:
    discs = f.readlines()

# Get the first time when all the discs are aligned
first_time = get_first_time(discs)

# Print the result
print(first_time)
",2.0
93,93,2016,15,2,part1_failed,,3045959,,,
94,94,2016,16,1,wrong_output,"11111111111111111
",10100011010101011,,"
def dragon_curve(s):
    return s + '0' + s[::-1].replace('0', '1').replace('1', '0')

def checksum(s):
    while len(s) % 2 == 0:
        s = ''.join('1' if s[i] == s[i+1] else '0' for i in range(0, len(s), 2))
    return s

with open('input.txt') as f:
    s = f.read().strip()
    while len(s) < 272:
        s = dragon_curve(s)
    print(checksum(s[:272]))
",2.0
95,95,2016,16,2,part1_failed,,01010001101011001,,,
96,96,2016,17,1,runtime_error,,RDDRULDDRR,"  File ""/tmp/tmp68tfb2e1/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from hashlib import md5

def get_hash(passcode, path):
    return md5((passcode + path).encode()).hexdigest()[:4]

def is_open(hash, direction):
    return hash[direction] in 'bcdef'

def get_next_moves(hash, path):
    moves = []
    if is_open(hash, 0):
        moves.append('U' + path)
    if is_open(hash, 1):
        moves.append('D' + path)
    if is_open(hash, 2):
        moves.append('L' + path)
    if is_open(hash, 3):
        moves.append('R' + path)
    return moves

def find_shortest_path(passcode):
    queue = [['S', '']]
    visited = set()
    while queue:
        path, moves = queue.pop(0)
        if path == 'V':
            return moves
        if path not in visited:
            visited.add(path)
            for move in get_next_moves(get",2.0
97,97,2016,17,2,part1_failed,,766,,,
98,98,2016,18,1,wrong_output,"47
",1913,,"
def is_trap(left, center, right):
    return (left == '^' and center == '^' and right != '^') or \
           (center == '^' and right == '^' and left != '^') or \
           (left == '^' and right != '^') or \
           (right == '^' and left != '^')

def next_row(row):
    return ''.join(['.' if not is_trap(row[i-1], row[i], row[i+1]) else '^' for i in range(len(row))])

def count_safe_tiles(rows):
    return sum(row.count('.') for row in rows)

with open('input.txt') as f:
    rows = [f.readline().strip() for _ in range(40)]
    print(count_safe_tiles(rows))
",2.0
99,99,2016,18,2,part1_failed,,19993564,,,
100,100,2016,19,1,wrong_output,"3001330
",1808357,,"
def steal_presents(elves):
    while len(elves) > 1:
        for i in range(len(elves)):
            if elves[i] > 0:
                elves[(i+1) % len(elves)] += elves[i]
                elves[i] = 0
        elves = [elf for elf in elves if elf > 0]
    return elves[0]

with open('input.txt') as f:
    elves = [int(line) for line in f]

print(steal_presents(elves))
",2.0
101,101,2016,19,2,part1_failed,,1407007,,,
102,102,2016,20,1,wrong_output,,32259706,,"
def parse_range(range_str):
    start, end = range_str.split('-')
    return range(int(start), int(end) + 1)

def main():
    with open('input.txt') as f:
        blocked_ips = [parse_range(line.strip()) for line in f]

    allowed_ips = set(range(4294967296))
    for blocked_ip in blocked_ips:
        allowed_ips -= set(blocked_ip)

    print(min(allowed_ips))

if __name__ == '__main__':
    main()
",2.0
103,103,2016,20,2,part1_failed,,113,,,
104,104,2016,21,1,runtime_error,,gbhafcde,"  File ""/tmp/tmpl448rpow/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def swap_position(password, x, y):
    password[x], password[y] = password[y], password[x]
    return password

def swap_letter(password, x, y):
    for i, c in enumerate(password):
        if c == x:
            password[i] = y
        elif c == y:
            password[i] = x
    return password

def rotate_left(password, x):
    return password[x:] + password[:x]

def rotate_right(password, x):
    return password[-x:] + password[:-x]

def rotate_based_on_position(password, x):
    index = password.index(x)
    return rotate_right(password, index + 1 + (index >= 4))

def reverse_positions(password, x, y):
    return password[:x] + password[x:y+1][::-1] + password[y+1:]

def move_position(password, x, y):
    c = password.pop(x)
    password.insert(y, c)
    return password",2.0
105,105,2016,21,2,part1_failed,,bcfaegdh,,,
106,106,2016,22,1,no_error,"901
",901,,"
import re

with open('input.txt') as f:
    lines = f.readlines()

nodes = {}
for line in lines:
    match = re.match(r'/dev/grid/node-x(\d+)-y(\d+)\s+(\d+)T\s+(\d+)T\s+(\d+)T\s+(\d+)%', line)
    if match:
        x, y, size, used, avail, use_percent = match.groups()
        nodes[(int(x), int(y))] = (int(size), int(used), int(avail))

viable_pairs = 0
for node1, (size1, used1, avail1) in nodes.items():
    if used1 == 0:
        continue
    for node2, (size2, used2, avail2) in nodes.items():
        if node1 == node2:
            continue
        if used1 <= avail2:
            viable_pairs += 1

print(viable_pairs)
",0.0
107,107,2016,22,2,runtime_error,,238,"  File ""/tmp/tmpkeplgj0o/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

with open('input.txt') as f:
    lines = f.readlines()

nodes = {}
for line in lines:
    match = re.match(r'/dev/grid/node-x(\d+)-y(\d+)\s+(\d+)T\s+(\d+)T\s+(\d+)T\s+(\d+)%', line)
    if match:
        x, y, size, used, avail, use_percent = match.groups()
        nodes[(int(x), int(y))] = (int(size), int(used), int(avail))

# Find the goal node
goal_node = None
for node, (size, used, avail) in nodes.items():
    if used > 0 and node[1] == 0 and node[0] == max(n[0] for n in nodes):
        goal_node = node
        break

# Find the empty node
empty_node = None
for node, (size, used, avail) in nodes.items():
    if used == 0:
        empty_node = node
        break

# Find the",2.0
108,108,2016,23,1,runtime_error,,12516,"  File ""/tmp/tmpkaeilv5d/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import copy

def parse_instruction(instruction):
    instruction = instruction.split()
    if len(instruction) == 2:
        return instruction[0], int(instruction[1])
    else:
        return instruction[0],

def toggle_instruction(instruction):
    if len(instruction) == 2:
        if instruction[0] == 'inc':
            instruction[0] = 'dec'
        elif instruction[0] == 'dec':
            instruction[0] = 'inc'
        elif instruction[0] == 'jnz':
            instruction[0] = 'cpy'
        elif instruction[0] == 'cpy':
            instruction[0] = 'jnz'
    else:
        if instruction[0] == 'inc':
            instruction[0] = 'dec'
        elif instruction[0] == 'dec':
            instruction[0] = 'inc'
        elif instruction[0] == 'tgl':
            instruction[0] = 'inc'
        elif instruction[0] == 'cpy':
            instruction[0] = 'jnz'
        elif instruction[0",2.0
109,109,2016,23,2,part1_failed,,479009076,,,
110,110,2016,24,1,runtime_error,,498,"  File ""/tmp/tmp3yntroyd/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import deque

def get_neighbors(x, y, grid):
    neighbors = []
    if x > 0 and grid[y][x-1] != '#':
        neighbors.append((x-1, y))
    if x < len(grid[0])-1 and grid[y][x+1] != '#':
        neighbors.append((x+1, y))
    if y > 0 and grid[y-1][x] != '#':
        neighbors.append((x, y-1))
    if y < len(grid)-1 and grid[y+1][x] != '#':
        neighbors.append((x, y+1))
    return neighbors

def bfs(start, grid):
    queue = deque([start])
    visited = set()
    distance = {start: 0}

    while queue:
        x, y = queue.popleft()
        if (x, y) not in visited:
            visited.add((x, y))
            for neighbor in get_neighbors(x, y, grid):
                if neighbor not in visited:
                    ",2.0
111,111,2016,24,2,part1_failed,,804,,,
112,112,2016,25,1,runtime_error,,196,"  File ""/tmp/tmp2bb80979/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def run(code):
    registers = {'a': 0, 'b': 0, 'c': 0, 'd': 0}
    ip = 0
    while ip < len(code):
        instruction, *args = code[ip].split()
        if instruction == 'cpy':
            registers[args[1]] = registers[args[0]] if args[0] in registers else int(args[0])
        elif instruction == 'inc':
            registers[args[0]] += 1
        elif instruction == 'dec':
            registers[args[0]] -= 1
        elif instruction == 'jnz':
            if registers[args[0]] != 0:
                ip += int(args[1]) - 1
        elif instruction == 'out':
            print(registers[args[0]] if args[0] in registers else int(args[0]))
        ip += 1

with open('input.txt') as f:
    code = f.read().splitlines()

for i in range(1, 1000000):
    registers = {'a",2.0
113,113,2016,25,2,part1_failed,,,,,
114,114,2017,1,1,no_error,"1177
",1177,,"
def captcha(digits):
    return sum(int(d) for i, d in enumerate(digits) if d == digits[(i + 1) % len(digits)])

with open('input.txt') as f:
    print(captcha(f.read().strip()))
",0.0
